company_name,sector,stage,Amount,location,description,ï»¿Company/Brand,Investor,Year
Kiko Live,Commerce,Pre-series A,1000000.0,Gurugram,Video-based social commerce startup,,"Dinesh Agarwal, Amarjit Batra",2021
TurboHire,Computer Software,Pre-series A,3000000.0,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",,"Arcilla, Samir Khosla",2021
The Hosteller,Hospitality,Pre-series A,1000000.0,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",2021
SatSure,Defense & Space,Pre-series A,3000000.0,Bangalore,SatSure is an innovative decision analytics company,,Baring PE India,2021
Ruptok Fintech,Finance,Pre-series A,2000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",,Manuvel Malabar Jewellers,2021
VilCart,Retail,Pre-series A,2000000.0,Bangalore,Vilcart's motto is sustainable rural development through stability for rural retailers.,,Nabventures,2021
Dogsee Chew,Food & Beverages,Pre-series A,7000000.0,Bangalore,100% Natural Dog Treats.,,Sixth Sense Ventures,2021
Advantage Club,HR,Pre-series A,3300000.0,Gurugram,Advantage Club is India's largest employee engagement platform.,,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",2021
TRDR,Finance,Pre-series A,150000.0,Bangalore,TRDR is an all-new approach to investing.,,"Kunal Shah, Snehal Fulzele",2021
Zoomcar,Mobility,Pre-series A,92000000.0,Bangalore,Zoomcar holds the distinction of being India’s first personal mobility platform,,SternAegis Ventures,2021
Leap India,Logistics & Supply Chain,Pre-series A,10000000.0,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",,CDC Group,2021
SuperBottoms,Consumer Goods,Pre-series A,400000.0,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,,Alteria Capital,2021
Cora Health,"Health, Wellness & Fitness",Seed,600000.0,Bangalore,Social commerce marketplace for everyday health and wellness.,,Indian Angel Network,2021
Battery Smart,CleanTech,Pre-series A,7000000.0,New Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,,"Blume Ventures, Orios Ventures",2021
The Good Glamm Group,Information Technology & Services,Series D,150000000.0,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,,"Warburg Pincus﻿, Prosus Ventures",2021
Mosaic Wellness,"Health, Wellness & Fitness",Series A,24000000.0,Mumbai,A platform of digital first health clinics for men and women,,Sequoia,2021
CloudFiles,SaaS,Pre-seed,300000.0,Bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",,Titan Capital,2021
The Viral Fever,Entertainment,Pre-seed,2000000.0,Mumbai,India's leading digital entertainment network.,,BlackSoil,2021
Xpand,Retail,Pre-series A,1500000.0,New Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",2021
Troo Good,E-commerce,Series A,7000000.0,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,,OAKS Asset Management,2021
Prodo,Business Supplies & Equipment,Pre-seed,300000.0,New Delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",,"Titan Capital, LetsVenture",2021
Unnati,FinTech,Series A,7000000.0,Noida,Fintech powered digital agri ecosystem,,"Incofin, NabVentures, Orios",2021
Lysto,NFT,Seed,3000000.0,Bangalore,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",,BEENEXT,2021
Wakefit,Furniture,Series C,20000000.0,Bangalore,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",,SIG,2021
Buyofuel,Oil & Energy,Seed,100000.0,Coimbatore,Green Fuels Marketplace,,Inflection Point Ventures,2021
ElectricPe,EV,Seed,3000000.0,Bangalore,India's largest Electric Vehicle Charging Platform,,"Blume Ventures, Micelio Fund",2021
Vayana Network,Finance,Series C,30000000.0,Pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",2021
Valuationary,E-learning,Pre-seed,100000.0,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,,"Ashish Jain, Ajay Surana",2021
Knocksense,Entertainment,Pre-seed,150000.0,Lucknow,Knocksense is a local news and recommendations platform.,,"We Founder Circle, Appyhigh, Mumbai Angels",2021
Petpooja,Information Technology & Services,Pre-seed,4500000.0,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",,"Aroa Ventures, GVFL, Udaan",2021
Wingreens Farms,Food & Beverages,Pre-seed,17000000.0,Gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",,"Investcorp, Omidyar Network",2021
Doola,Company-as-a-Service,Pre-seed,3000000.0,New York,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,,Nexus Venture Partners,2021
EyeMyEye,Eyewear,Pre-series A,2000000.0,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",,Inflection Point Ventures,2021
Bombay Hemp Company,Textiles,Pre-series A,2000000.0,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2021
DGV,Information Technology & Services,Pre-series A,3000000.0,Bangalore,NeoBanking for Bharat,,"Info Edge Ventures, Omnivore",2021
GuardianLink,Information Technology & Services,Series A,12000000.0,Chennai,Building tech infrastructure to help NFT commerce go mainstream,,Kalaari Capital,2021
Clinikk,Hospital & Health Care,Pre-series A,4000000.0,Bangalore,Transforming health insurance by building India's first managed care model,,MassMutual Ventures,2021
Toplyne,Computer Software,Pre-series A,2500000.0,Bangalore,Toplyne helps sales teams at product-led companies convert their freemium users!,,"Sequoia Capital , Together Fund",2021
Mensa,D2C,Series B,135000000.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",,"Alpha Wave Ventures, Falcon Edge Capital",2021
GENLEAP,Professional Training & Coaching,Seed,8000000.0,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,,"Vivek Vaidya, Kevin Donlon, Ayush Singh",2021
Planys,Maritime,Pre-series A,1600000.0,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,,"Kieretsu Forum, Lets Venture, Shell",2021
Wonderchef,Consumer Goods,Pre-series A,20000000.0,Mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",,"Sixth Sense Ventures, Godrej Family office, Malpani Group",2021
GoKwik,Information Technology & Services,Series A,15000000.0,New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,,Sequoia Capital India,2021
Velocity,Finance,Series A,20000000.0,Bangalore,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",,Valar Ventures,2021
SalaryBox,Finance,Seed,4000000.0,Gurugram,SalaryBox is solution that makes employee management effortless.,,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram",2021
Boingg,Furniture,Seed,200000.0,Gurugram,D2C furniture brand,,Inflection Point Ventures,2021
Better Capital,Venture Capital & Private Equity,Seed,15000000.0,Santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",,Inflection Point Ventures,2021
Tickertape,Finance,Seed,5000000.0,Bangalore,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",,Smallcase,2021
Zenpay Solutions,Finance,Seed,3000000.0,New Delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",,"The StarupLab, AngelBay",2021
Disprz,E-learning,Series B,13000000.0,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,,"Dallas Venture Capital, Mars Growth Capital",2021
Arbo Works,Computer Software,Series B,3000000.0,Mountain View,Finance technology,,Sequoia Capital,2021
Inzpira,E-learning,Seed,300000.0,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",,"Raj Nair, Gopinath Latpate",2021
Defy,Finance,Seed,5500000.0,Bangalore,Building India's first social crypto exchange,,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital",2021
Mindhouse,"Health, Wellness & Fitness",Seed,6000000.0,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,,"Binny Bansal, General Catalyst",2021
Homversity,Real Estate,Seed,155000.0,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,,Inflection Point Ventures,2021
Toppersnotes,E-learning,Seed,1000000.0,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",,Inflection Point Ventures,2021
NoBroker.com,Real Estate,Series E,2100000.0,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,,"General Atlantic, Tiger Global, Moore Strategic Ventures",2021
Haber,Industrial Automation,Series B,20000000.0,Pune,"Real-time, automated insights to increase plant efficiency",,Ascent Capital,2021
True Balance,Finance,Series B,30000000.0,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",2021
Recordent,Finance,Series B,400000.0,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",2021
Koparo,Consumer Goods,Seed,700000.0,New Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",2021
Indifi,Finance,Seed,40000000.0,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",2021
Settl,Real Estate,Seed,500000.0,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,,"ah! Ventures, We Founder Circle",2021
Park+,Tech startup,Series B,25000000.0,New Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,,"Sequoia Capital, Matrix Partners",2021
Simple Energy,Automotive,Pre-series,21000000.0,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,,Inflection Point Ventures,2021
Dream Sports,Sports,Pre-series,840000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",2021
Spinny,Automotive,Series E,248000000.0,Gurugram,Spinny is a new age used car end-to-end platform in India.,,"Abu Dhabi Growth Fund, Tiger Global",2021
Rentomojo,Furniture Rental,Series E,10000000.0,Bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",,"Accel, Bain Capital",2021
Slice,Finance,Series B,220000000.0,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",,"Tiger Global, Insight Partners",2021
21K School,E-learning,Pre-series A,5000000.0,Bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",,Ronnie Screwvala,2021
Adda247,E-learning,Series B,20000000.0,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",,WestBridge Capital,2021
Loop Health,Hospital & Health Care,Series B,12000000.0,Pune,India's first health insurance with unlimited primary care for employees.,,"Elevation, General Catalyst",2021
Rupifi,Finance,Series B,1000000.0,Bangalore,Embedded Lending for Small Businesses,,Alteria Capital,2021
